"match_id","team1","team2","start_date","venue","city","toss_winner","toss_decision","winner","innings_1_total","innings_2_total","daily_temperature_2m_mean","daily_relative_humidity_2m_mean","daily_rain_sum","daily_cloud_cover_mean","daily_sunset","innings_1_over_2_score","innings_1_over_4_score","innings_1_over_6_score","innings_1_over_8_score","innings_1_over_10_score","innings_1_over_12_score","innings_1_over_14_score","innings_1_over_16_score","innings_1_over_18_score","innings_1_over_20_score","innings_2_over_2_score","innings_2_over_4_score","innings_2_over_6_score","innings_2_over_8_score","innings_2_over_10_score","innings_2_over_12_score","innings_2_over_14_score","innings_2_over_16_score","innings_2_over_18_score","innings_2_over_20_score","innings_1_over_2_wickets","innings_1_over_4_wickets","innings_1_over_6_wickets","innings_1_over_8_wickets","innings_1_over_10_wickets","innings_1_over_12_wickets","innings_1_over_14_wickets","innings_1_over_16_wickets","innings_1_over_18_wickets","innings_1_over_20_wickets","innings_2_over_2_wickets","innings_2_over_4_wickets","innings_2_over_6_wickets","innings_2_over_8_wickets","innings_2_over_10_wickets","innings_2_over_12_wickets","innings_2_over_14_wickets","innings_2_over_16_wickets","innings_2_over_18_wickets","innings_2_over_20_wickets","team_1_win"
"682937","Netherlands","South Africa",2014-03-27,"Zahur Ahmed Chowdhury Stadium","Chittagong","Netherlands","field","South Africa",145,139,26.9,81,0,24,"2014-03-27T18:05",10,39,58,75,92,100,108,120,133,145,12,36,63,80,90,114,118,128,137,NA,1,1,2,2,3,4,5,6,7,9,0,0,1,2,3,4,7,8,9,NA,FALSE
"682939","England","Sri Lanka",2014-03-27,"Zahur Ahmed Chowdhury Stadium","Chittagong","England","field","England",189,190,26.9,81,0,24,"2014-03-27T18:05",8,23,42,58,70,89,117,143,169,189,8,24,37,52,72,94,117,151,167,190,1,1,1,1,1,1,1,1,3,4,2,2,2,2,2,2,2,2,4,4,TRUE
"682943","Bangladesh","India",2014-03-28,"Shere Bangla National Stadium","Mirpur","India","field","India",138,141,16.2,80,13,67,"2014-03-28T18:21",15,21,27,43,56,76,85,98,124,138,6,18,39,55,77,92,104,117,133,NA,0,2,3,3,3,4,5,5,5,7,0,1,1,1,1,1,1,2,2,NA,FALSE
"682941","Australia","West Indies",2014-03-28,"Shere Bangla National Stadium","Mirpur","Australia","bat","West Indies",178,179,16.2,80,13,67,"2014-03-28T18:21",19,35,41,59,88,101,113,132,153,178,18,46,61,76,87,101,107,126,148,179,0,1,3,3,4,5,5,5,6,8,0,0,1,1,1,1,3,3,4,4,FALSE
"682947","England","South Africa",2014-03-29,"Zahur Ahmed Chowdhury Stadium","Chittagong","England","field","South Africa",196,193,27.5,84,0,21,"2014-03-29T18:06",17,35,52,68,85,97,116,128,167,196,22,40,62,75,92,105,128,142,163,193,0,0,0,0,0,1,2,3,3,5,0,0,1,3,3,3,4,5,5,7,FALSE
"682945","Netherlands","New Zealand",2014-03-29,"Zahur Ahmed Chowdhury Stadium","Chittagong","New Zealand","field","New Zealand",151,152,27.5,84,0,21,"2014-03-29T18:06",11,22,37,42,62,81,91,121,141,151,9,20,42,55,65,82,96,123,145,NA,0,0,1,2,2,2,3,3,4,4,0,1,1,1,2,2,3,3,4,NA,FALSE
"682951","Australia","India",2014-03-30,"Shere Bangla National Stadium","Mirpur","Australia","field","India",159,86,18.3,64,0,1,"2014-03-30T18:23",16,30,44,52,59,69,94,112,147,159,12,19,27,46,56,69,77,86,NA,NA,1,1,1,2,3,4,4,4,4,7,0,1,3,4,5,6,7,9,NA,NA,FALSE
"682949","Bangladesh","Pakistan",2014-03-30,"Shere Bangla National Stadium","Mirpur","Pakistan","bat","Pakistan",190,140,18.3,64,0,1,"2014-03-30T18:23",16,42,50,65,75,88,123,146,156,190,13,30,36,44,53,69,81,100,120,140,0,0,1,1,3,3,3,3,4,5,0,0,2,2,4,4,4,5,7,7,FALSE
"682953","England","Netherlands",2014-03-31,"Zahur Ahmed Chowdhury Stadium","Chittagong","England","field","Netherlands",133,88,27.8,85,0,29,"2014-03-31T18:07",18,34,47,67,75,87,100,110,118,133,13,19,26,32,42,54,67,78,88,NA,0,1,1,1,1,2,2,2,3,5,0,1,3,3,5,6,6,8,10,NA,FALSE
"682955","New Zealand","Sri Lanka",2014-03-31,"Zahur Ahmed Chowdhury Stadium","Chittagong","New Zealand","field","Sri Lanka",119,60,27.8,85,0,29,"2014-03-31T18:07",20,29,35,48,55,73,81,93,112,119,12,18,23,30,33,39,51,60,NA,NA,1,2,3,3,3,4,5,7,7,10,0,2,4,5,6,6,7,9,NA,NA,FALSE
"682957","Bangladesh","Australia",2014-04-01,"Shere Bangla National Stadium","Mirpur","Bangladesh","bat","Australia",153,158,19.5,58,0,33,"2014-04-01T18:24",4,13,32,51,68,88,108,123,135,153,18,27,52,68,85,103,121,143,158,NA,1,2,2,2,2,2,2,2,4,5,0,0,0,0,0,1,1,2,3,NA,FALSE
"682959","Pakistan","West Indies",2014-04-01,"Shere Bangla National Stadium","Mirpur","West Indies","bat","West Indies",166,82,19.5,58,0,33,"2014-04-01T18:24",10,22,39,51,61,74,81,95,128,166,3,9,13,28,35,48,63,75,82,NA,0,2,2,2,2,4,5,5,5,6,2,3,4,4,4,6,6,8,10,NA,FALSE
"682961","Sri Lanka","West Indies",2014-04-03,"Shere Bangla National Stadium","Mirpur","Sri Lanka","bat","Sri Lanka",160,80,18.2,70,0,29,"2014-04-03T18:25",17,41,48,54,65,84,93,112,128,160,20,25,30,40,53,65,80,NA,NA,NA,0,1,2,3,3,3,4,4,5,6,0,0,2,3,3,3,4,NA,NA,NA,TRUE
"682963","India","South Africa",2014-04-04,"Shere Bangla National Stadium","Mirpur","South Africa","bat","India",172,176,19.9,70,0.4,64,"2014-04-04T18:26",13,34,44,53,66,90,116,130,146,172,23,41,56,69,80,94,113,133,163,176,1,1,2,2,2,2,3,4,4,4,0,1,1,1,2,2,2,3,3,4,TRUE
"682965","India","Sri Lanka",2014-04-06,"Shere Bangla National Stadium","Mirpur","Sri Lanka","field","Sri Lanka",130,134,18.2,77,7.2,82,"2014-04-06T18:28",5,15,31,47,64,73,93,111,119,130,8,27,41,47,69,75,84,104,134,NA,1,1,1,1,1,2,2,2,2,4,1,1,2,2,3,3,4,4,4,NA,FALSE
"667887","England","Sri Lanka",2014-05-20,"Kennington Oval","London","England","field","Sri Lanka",183,174,15.6,80,2,95,"2014-05-20T19:52",20,29,43,68,79,90,108,137,152,183,11,30,49,58,74,91,111,133,156,174,0,2,2,2,3,4,4,5,6,7,1,1,2,3,3,4,4,5,6,7,FALSE
"730283","West Indies","New Zealand",2014-07-05,"Windsor Park, Roseau","Dominica","New Zealand","field","New Zealand",132,117,26.2,87,2.3,28,"2014-07-05T18:39",8,18,32,44,57,82,104,124,132,NA,12,22,44,57,70,93,108,NA,NA,NA,1,2,2,2,2,2,3,5,8,NA,1,1,1,1,2,2,3,NA,NA,NA,FALSE
"730285","West Indies","New Zealand",2014-07-06,"Windsor Park, Roseau","Dominica","New Zealand","field","West Indies",165,126,26.8,83,0,34,"2014-07-06T18:40",10,16,36,54,73,84,100,122,143,165,11,35,40,54,75,84,92,113,120,126,0,1,1,1,1,2,3,3,4,6,1,1,2,2,2,3,4,4,8,10,TRUE
"730293","West Indies","Bangladesh",2014-08-27,"Warner Park, Basseterre","St Kitts","Bangladesh","bat",NA,31,NA,27.2,82,2.4,72,"2014-08-27T18:28",6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667731","England","India",2014-09-07,"Edgbaston","Birmingham","England","bat","England",180,177,13.5,72,0,25,"2014-09-07T18:42",24,31,46,59,76,86,96,113,144,180,12,30,53,71,89,104,130,141,155,177,0,2,2,2,3,4,4,4,5,7,1,1,1,1,1,2,2,3,5,5,TRUE
"727917","Australia","Pakistan",2014-10-05,"Dubai International Cricket Stadium",NA,"Pakistan","bat","Australia",96,97,NA,NA,NA,NA,NA,11,22,32,37,46,56,61,71,85,96,11,30,40,49,61,81,97,NA,NA,NA,0,2,3,5,6,6,7,8,8,9,0,1,2,3,4,4,4,NA,NA,NA,TRUE
"754717","Australia","South Africa",2014-11-05,"Adelaide Oval",NA,"Australia","bat","South Africa",144,145,NA,NA,NA,NA,NA,17,33,43,51,67,79,97,116,128,144,8,24,51,64,80,106,123,131,139,NA,0,0,2,3,3,4,4,4,5,6,1,1,1,1,1,1,1,3,3,NA,FALSE
"754719","Australia","South Africa",2014-11-07,"Melbourne Cricket Ground",NA,"South Africa","bat","Australia",101,102,NA,NA,NA,NA,NA,14,19,36,44,51,59,66,77,93,101,13,36,54,78,92,100,NA,NA,NA,NA,2,2,2,2,3,3,4,4,6,7,0,0,1,1,1,3,NA,NA,NA,NA,TRUE
"754721","Australia","South Africa",2014-11-09,"Stadium Australia","Sydney","Australia","field","Australia",145,146,19.9,78,0,36,"2014-11-09T19:30",11,23,53,68,84,93,112,120,133,145,17,36,46,61,76,97,105,125,136,146,0,0,0,0,1,2,2,3,4,6,0,0,1,3,4,4,5,6,7,8,TRUE
"802327","Hong Kong","Nepal",2014-11-24,"P Sara Oval","Colombo","Hong Kong","field","Hong Kong",72,73,25.4,87,13.5,100,"2014-11-24T17:50",9,12,17,21,22,25,29,36,56,72,6,8,12,20,24,32,38,50,61,73,1,3,4,4,7,8,8,8,8,10,2,3,3,4,5,5,5,7,7,8,TRUE
"742617","New Zealand","Pakistan",2014-12-04,"Dubai International Cricket Stadium",NA,"Pakistan","field","Pakistan",135,140,NA,NA,NA,NA,NA,10,20,34,47,61,79,100,113,126,135,13,20,44,51,60,84,95,114,126,140,2,3,3,3,4,4,4,5,5,7,0,0,0,0,2,2,2,3,3,3,FALSE
"754039","New Zealand","Pakistan",2014-12-05,"Dubai International Cricket Stadium",NA,"Pakistan","field","New Zealand",144,127,NA,NA,NA,NA,NA,3,24,43,52,58,76,85,113,127,144,15,22,32,45,57,66,74,98,121,NA,0,0,0,2,3,3,4,4,6,8,1,2,3,3,3,4,4,6,8,NA,TRUE
"722335","South Africa","West Indies",2015-01-09,"Newlands","Cape Town","South Africa","bat","West Indies",165,168,21.5,64,0,1,"2015-01-09T20:01",9,26,35,52,79,92,110,125,148,165,20,46,78,85,102,117,132,153,161,168,0,0,2,2,3,3,3,3,4,4,0,0,0,1,1,2,2,3,5,6,FALSE
"722337","South Africa","West Indies",2015-01-11,"New Wanderers Stadium","Johannesburg","West Indies","field","West Indies",231,236,21.3,64,0,56,"2015-01-11T19:05",19,35,69,87,121,134,161,198,213,231,22,55,86,102,130,157,173,186,211,236,1,2,2,2,2,3,4,4,4,7,1,1,1,1,1,1,2,4,6,6,FALSE
"736063","South Africa","West Indies",2015-01-14,"Kingsmead","Durban","West Indies","field","South Africa",195,126,24.4,76,6.3,94,"2015-01-14T19:00",17,38,62,86,96,108,121,137,158,195,18,45,57,64,72,82,100,112,123,NA,0,0,0,0,0,0,1,1,2,3,0,0,1,2,4,4,6,6,8,NA,TRUE
"858491","Bangladesh","Pakistan",2015-04-24,"Shere Bangla National Stadium","Mirpur","Pakistan","bat","Bangladesh",141,143,25,57,0,10,"2015-04-24T18:41",6,16,31,43,53,76,91,114,127,141,16,31,44,54,75,97,116,138,NA,NA,0,0,0,0,1,2,3,3,4,5,1,2,3,3,3,3,3,3,NA,NA,TRUE
"868723","Pakistan","Zimbabwe",2015-05-22,"Gaddafi Stadium","Lahore","Zimbabwe","bat","Pakistan",172,173,32.9,28,0.1,33,"2015-05-22T18:56",12,32,54,69,83,97,108,129,159,172,15,49,71,89,109,129,142,156,162,173,0,0,0,2,3,3,4,4,5,6,0,0,0,0,0,0,1,2,4,5,TRUE
"868725","Pakistan","Zimbabwe",2015-05-24,"Gaddafi Stadium","Lahore","Zimbabwe","bat","Pakistan",175,176,34.1,21,0,10,"2015-05-24T18:57",13,33,50,66,83,100,115,132,164,175,18,40,47,80,92,106,124,144,159,176,0,0,0,0,1,1,1,1,2,3,0,0,1,1,2,3,4,5,7,8,TRUE
"889463","Ireland","Scotland",2015-06-20,"Bready Cricket Club, Magheramason","Londonderry","Scotland","field","Scotland",166,167,13.9,83,0.3,90,"2015-06-20T21:11",16,20,36,56,71,94,113,129,148,166,10,31,58,74,89,103,119,143,163,NA,0,2,2,2,3,3,4,5,6,6,1,1,1,2,3,4,4,4,4,NA,FALSE
"743953","England","New Zealand",2015-06-23,"Old Trafford","Manchester","England","bat","England",191,135,13,77,0,57,"2015-06-23T20:41",17,32,60,76,85,102,114,145,164,191,23,48,73,88,101,117,128,134,NA,NA,0,1,1,1,3,4,4,5,6,7,1,2,2,2,5,5,5,8,NA,NA,TRUE
"883343","Netherlands","Nepal",2015-07-01,"VRA Ground","Amstelveen","Nepal","field","Netherlands",172,69,24.4,55,0,13,"2015-07-01T21:05",13,21,42,55,69,81,97,123,152,172,17,23,29,29,37,49,55,58,69,NA,0,0,1,1,1,1,1,1,1,4,2,3,3,7,7,8,8,9,10,NA,TRUE
"883345","Netherlands","Nepal",2015-07-02,"Hazelaarweg","Rotterdam","Netherlands","bat","Netherlands",149,131,24.4,68,5.8,46,"2015-07-02T21:05",16,25,37,52,63,84,100,112,127,149,10,17,25,41,54,60,72,97,112,131,0,0,0,2,2,3,4,5,5,6,1,1,1,1,3,4,4,4,5,9,TRUE
"817203","Bangladesh","South Africa",2015-07-05,"Shere Bangla National Stadium","Mirpur","South Africa","bat","South Africa",148,96,32.9,64,4.1,37,"2015-07-05T19:17",7,31,37,53,70,84,96,109,130,148,14,24,37,51,57,64,73,89,96,NA,1,2,2,2,2,3,4,4,4,4,2,2,2,3,4,5,6,7,9,NA,FALSE
"817205","Bangladesh","South Africa",2015-07-07,"Shere Bangla National Stadium","Mirpur","South Africa","bat","South Africa",169,138,26.8,83,2.2,95,"2015-07-07T19:17",18,36,51,71,95,104,120,130,137,169,11,32,52,58,69,82,96,109,129,138,0,0,0,0,0,3,3,3,4,4,0,0,1,2,2,5,6,7,8,10,FALSE
"875457","Scotland","United Arab Emirates",2015-07-09,"Grange Cricket Club Ground, Raeburn Place","Edinburgh","Scotland","field","Scotland",109,110,11.7,64,0,62,"2015-07-09T20:55",21,32,41,54,62,79,90,100,109,NA,10,40,76,96,110,NA,NA,NA,NA,NA,0,1,2,3,5,7,8,8,9,NA,0,0,0,1,1,NA,NA,NA,NA,NA,TRUE
"875471","Scotland","Netherlands",2015-07-11,"Grange Cricket Club Ground, Raeburn Place","Edinburgh","Netherlands","bat","Netherlands",191,159,15.2,78,1.9,87,"2015-07-11T20:53",16,34,47,72,97,107,122,143,175,191,16,32,48,58,69,80,102,114,144,159,0,1,1,1,1,3,4,4,4,6,2,2,3,4,5,7,7,7,7,10,FALSE
"875481","Netherlands","United Arab Emirates",2015-07-12,"Grange Cricket Club Ground, Raeburn Place","Edinburgh","Netherlands","field","Netherlands",119,125,14.1,77,1,85,"2015-07-12T20:52",22,35,44,56,67,79,84,98,107,119,16,31,37,47,52,70,86,101,125,NA,0,1,2,2,2,3,4,4,6,7,0,1,2,2,2,2,2,3,3,NA,TRUE
"875501","Ireland","Papua New Guinea",2015-07-15,"Civil Service Cricket Club, Stormont","Belfast","Ireland","bat","Papua New Guinea",123,124,12.5,74,0,65,"2015-07-15T20:51",4,20,31,33,45,57,70,88,102,123,18,35,45,54,66,73,80,91,104,NA,1,1,3,4,4,4,5,6,8,9,1,2,2,3,3,4,5,6,8,NA,FALSE
"875507","Hong Kong","Nepal",2015-07-15,"Civil Service Cricket Club, Stormont","Belfast","Hong Kong","field","Hong Kong",109,110,12.5,74,0,65,"2015-07-15T20:51",10,13,17,19,31,45,52,72,82,109,12,23,34,53,60,69,77,86,99,110,2,3,3,4,5,5,5,6,7,10,1,1,1,1,2,3,4,4,5,5,TRUE
"875513","Nepal","Papua New Guinea",2015-07-17,"The Village, Malahide","Dublin","Papua New Guinea","field","Papua New Guinea",93,99,15.3,72,0,55,"2015-07-17T20:44",14,20,34,51,56,62,72,82,87,93,13,33,45,55,63,72,93,NA,NA,NA,0,1,1,2,4,4,4,7,8,10,1,1,1,2,2,2,2,NA,NA,NA,FALSE
"875521","Ireland","Hong Kong",2015-07-17,"The Village, Malahide","Dublin","Ireland","field","Hong Kong",129,124,15.3,72,0,55,"2015-07-17T20:44",8,15,35,47,52,66,83,96,109,129,9,22,43,52,57,65,74,93,105,124,1,1,1,1,1,3,5,6,6,8,1,1,1,1,2,3,3,4,6,8,FALSE
"885969","Zimbabwe","India",2015-07-17,"Harare Sports Club",NA,"India","bat","India",178,124,NA,NA,NA,NA,NA,10,30,58,71,82,98,113,135,154,178,18,27,38,55,66,73,84,90,99,124,0,0,0,1,2,2,2,3,4,5,0,0,0,0,3,4,5,6,7,7,FALSE
"885971","Zimbabwe","India",2015-07-19,"Harare Sports Club",NA,"Zimbabwe","bat","Zimbabwe",145,135,NA,NA,NA,NA,NA,16,35,49,63,76,89,104,116,132,145,13,35,57,63,71,89,101,109,121,135,0,1,2,2,2,3,3,4,4,7,1,1,1,4,5,5,5,6,7,9,TRUE
"875491","Nepal","Ireland",2015-07-13,"Civil Service Cricket Club, Stormont","Belfast","Ireland","field","Ireland",53,54,13.9,88,10.3,97,"2015-07-13T20:53",18,20,28,38,44,50,53,NA,NA,NA,8,29,38,54,NA,NA,NA,NA,NA,NA,0,2,3,4,5,7,8,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,FALSE
"875549","Hong Kong","Scotland",2015-07-25,"The Village, Malahide","Dublin","Scotland","field","Scotland",116,117,12.8,72,0,63,"2015-07-25T20:33",21,28,42,51,56,61,67,85,101,116,16,35,68,79,87,115,NA,NA,NA,NA,1,3,3,4,4,4,6,6,8,10,1,1,2,3,4,5,NA,NA,NA,NA,FALSE
"875553","Ireland","Netherlands",2015-07-25,"The Village, Malahide","Dublin","Netherlands","field","Netherlands",128,129,12.8,72,0,63,"2015-07-25T20:33",10,25,38,47,64,70,87,107,115,128,10,26,38,47,67,74,87,98,125,NA,0,1,2,2,2,3,3,4,6,10,1,2,2,2,2,3,4,4,5,NA,FALSE
"860279","Sri Lanka","Pakistan",2015-07-30,"R Premadasa Stadium","Colombo","Pakistan","bat","Pakistan",175,146,26.9,81,2.7,100,"2015-07-30T18:29",10,26,42,58,71,85,105,133,153,175,13,23,35,47,55,77,99,119,129,146,1,1,1,2,2,3,3,3,3,5,2,3,3,3,4,4,5,6,7,7,FALSE
"860281","Sri Lanka","Pakistan",2015-08-01,"R Premadasa Stadium","Colombo","Sri Lanka","bat","Pakistan",172,174,26.8,82,1.4,41,"2015-08-01T18:29",19,32,48,60,65,88,105,118,145,172,11,19,34,44,61,88,107,120,153,174,0,2,2,2,4,4,5,5,5,7,0,2,3,5,5,5,6,7,7,9,FALSE
"894293","Zimbabwe","New Zealand",2015-08-09,"Harare Sports Club",NA,"Zimbabwe","field","New Zealand",198,118,NA,NA,NA,NA,NA,25,37,49,73,87,97,126,142,169,198,8,16,28,38,50,64,73,86,101,118,0,1,1,1,2,3,3,4,5,5,0,2,3,4,4,5,5,5,6,8,FALSE
"848839","South Africa","New Zealand",2015-08-14,"Kingsmead","Durban","South Africa","field","South Africa",151,152,18.4,76,0,27,"2015-08-14T17:30",8,33,56,68,86,100,118,127,140,151,5,31,40,59,79,89,110,136,152,NA,0,0,0,1,1,1,3,5,6,8,0,0,1,1,1,2,2,2,4,NA,TRUE
"848841","South Africa","New Zealand",2015-08-16,"SuperSport Park","Centurion","New Zealand","bat","New Zealand",177,145,17.2,36,0,0,"2015-08-16T17:48",8,35,53,69,86,105,119,141,165,177,12,22,40,56,75,90,103,117,133,145,0,0,1,1,2,3,4,4,5,7,0,2,2,3,4,4,4,6,8,8,FALSE
"743975","England","Australia",2015-08-31,"Sophia Gardens","Cardiff","Australia","field","England",182,177,14.4,84,11,79,"2015-08-31T19:03",11,18,27,43,62,84,114,152,168,182,12,32,45,64,86,110,127,142,163,177,0,2,2,2,2,2,2,2,4,5,2,2,2,2,2,2,3,3,4,8,TRUE
"919603","Zimbabwe","Pakistan",2015-09-27,"Harare Sports Club",NA,"Pakistan","bat","Pakistan",136,123,NA,NA,NA,NA,NA,16,25,33,47,67,73,83,99,127,136,3,18,37,50,61,68,78,90,111,123,0,2,3,3,3,4,4,5,5,8,1,1,2,3,4,5,6,8,8,9,FALSE
"919605","Zimbabwe","Pakistan",2015-09-29,"Harare Sports Club",NA,"Pakistan","bat","Pakistan",136,121,NA,NA,NA,NA,NA,11,24,33,46,63,82,93,104,112,136,6,15,24,31,44,56,69,84,106,121,0,1,1,2,2,4,4,4,6,6,0,2,3,4,4,4,4,4,6,7,FALSE
"903587","India","South Africa",2015-10-02,"Himachal Pradesh Cricket Association Stadium","Dharmasala","South Africa","field","South Africa",199,200,28.3,84,3.7,44,"2015-10-02T17:33",11,25,46,65,86,115,140,162,182,199,24,46,67,80,93,104,126,156,176,200,0,1,1,1,1,1,1,3,3,5,0,0,0,1,2,3,3,3,3,3,FALSE
"903589","India","South Africa",2015-10-05,"Barabati Stadium","Cuttack","South Africa","field","South Africa",92,96,28.2,83,0.3,21,"2015-10-05T17:31",12,28,35,44,58,68,75,85,92,NA,13,18,38,49,57,66,74,83,96,NA,0,1,2,3,4,5,7,9,10,NA,1,1,2,3,3,3,3,4,4,NA,FALSE
"915783","Sri Lanka","West Indies",2015-11-09,"Pallekele International Cricket Stadium",NA,"West Indies","field","Sri Lanka",215,185,NA,NA,NA,NA,NA,19,46,65,79,92,105,127,154,188,215,11,27,56,86,102,121,143,148,168,185,0,0,0,0,1,2,2,2,3,3,1,1,2,3,4,4,6,8,9,10,TRUE
"915785","Sri Lanka","West Indies",2015-11-11,"R Premadasa Stadium","Colombo","West Indies","bat","West Indies",162,139,25.7,91,7.1,98,"2015-11-11T17:49",9,17,61,72,81,97,118,134,146,162,15,26,42,54,68,90,102,120,132,139,0,0,0,2,3,4,4,4,5,6,0,1,1,1,1,1,4,5,7,10,FALSE
"931396","Bangladesh","Zimbabwe",2015-11-13,"Shere Bangla National Stadium","Mirpur","Bangladesh","field","Bangladesh",131,136,18.1,77,1.6,36,"2015-11-13T17:04",9,17,23,36,56,82,105,108,122,131,17,28,47,59,75,86,104,118,136,NA,2,3,3,3,4,4,4,7,8,10,1,1,2,3,3,5,5,6,6,NA,TRUE
"931398","Bangladesh","Zimbabwe",2015-11-15,"Shere Bangla National Stadium","Mirpur","Bangladesh","bat","Zimbabwe",135,136,15.8,74,0,2,"2015-11-15T17:03",14,34,38,59,69,82,98,113,125,135,8,15,25,34,52,60,84,99,112,136,0,1,2,2,3,3,3,4,7,9,2,2,3,4,5,5,5,6,6,7,FALSE
"930577","Hong Kong","Oman",2015-11-25,"Sheikh Zayed Stadium","Abu Dhabi","Hong Kong","field","Oman",131,127,25.4,52,0.2,59,"2015-11-25T17:33",7,18,23,41,47,63,81,100,114,131,12,28,36,43,59,71,86,103,119,127,1,2,2,2,3,3,3,5,5,6,1,2,2,2,3,4,5,6,7,10,FALSE
"902649","England","Pakistan",2015-11-26,"Dubai International Cricket Stadium",NA,"England","bat","England",160,146,NA,NA,NA,NA,NA,16,19,40,49,67,80,95,113,138,160,10,20,32,45,60,74,95,114,131,146,1,3,3,3,3,3,4,4,4,5,1,2,3,4,4,6,7,8,8,10,TRUE
"902651","England","Pakistan",2015-11-27,"Dubai International Cricket Stadium",NA,"England","bat","England",172,169,NA,NA,NA,NA,NA,11,32,45,58,68,89,109,130,151,172,14,45,54,60,74,93,106,118,148,169,0,0,1,2,2,3,4,4,6,8,0,0,1,1,2,3,4,5,7,8,TRUE
"914217","New Zealand","Sri Lanka",2016-01-07,"Bay Oval","Mount Maunganui","Sri Lanka","field","New Zealand",182,179,17.3,69,0.3,94,"2016-01-07T20:40",27,49,62,76,97,105,117,135,163,182,19,33,56,73,86,94,121,148,164,179,0,0,0,0,0,1,1,2,3,4,1,3,4,4,5,5,5,6,7,9,TRUE
"914219","New Zealand","Sri Lanka",2016-01-10,"Eden Park","Auckland","New Zealand","field","New Zealand",142,147,18.5,76,0.5,83,"2016-01-10T20:43",11,24,37,42,64,71,80,103,117,142,23,58,82,116,147,NA,NA,NA,NA,NA,1,1,2,3,4,6,6,8,8,8,0,0,0,1,1,NA,NA,NA,NA,NA,TRUE
"914221","New Zealand","Pakistan",2016-01-15,"Eden Park","Auckland","New Zealand","field","Pakistan",171,155,19.5,78,0,30,"2016-01-15T20:42",6,23,52,58,77,90,104,134,161,171,9,20,48,74,89,98,107,122,142,155,0,0,1,2,2,3,3,4,6,8,1,1,1,1,2,3,5,6,7,10,FALSE
"914223","New Zealand","Pakistan",2016-01-17,"Seddon Park","Hamilton","Pakistan","bat","New Zealand",168,171,19.8,82,3.5,64,"2016-01-17T20:42",14,29,34,49,60,75,102,127,146,168,17,36,59,72,82,100,123,148,171,NA,0,1,1,2,2,3,3,3,5,7,0,0,0,0,0,0,0,0,0,NA,TRUE
"958417","Bangladesh","Zimbabwe",2016-01-17,"Sheikh Abu Naser Stadium","Khulna","Bangladesh","bat","Bangladesh",167,125,20.6,68,0,20,"2016-01-17T17:38",7,28,46,59,76,86,107,128,149,167,20,33,45,54,65,71,89,107,114,125,0,0,1,1,2,3,3,3,3,3,0,0,0,1,3,4,4,5,7,8,TRUE
"958415","Bangladesh","Zimbabwe",2016-01-15,"Sheikh Abu Naser Stadium","Khulna","Zimbabwe","bat","Bangladesh",163,166,19.9,70,0,17,"2016-01-15T17:37",7,26,47,61,75,101,122,142,153,163,10,33,54,66,78,94,111,126,151,NA,0,0,0,0,0,1,1,2,3,7,0,1,1,2,3,3,3,5,6,NA,TRUE
"958419","Bangladesh","Zimbabwe",2016-01-20,"Sheikh Abu Naser Stadium","Khulna","Zimbabwe","bat","Zimbabwe",187,156,20.8,82,7.4,64,"2016-01-20T17:40",11,45,59,80,87,96,112,141,169,187,15,33,54,69,81,95,102,113,126,156,0,1,1,1,2,3,3,3,4,6,1,1,1,2,2,3,4,6,6,6,FALSE
"914225","New Zealand","Pakistan",2016-01-22,"Westpac Stadium","Wellington","Pakistan","field","New Zealand",196,101,17.7,83,0.1,58,"2016-01-22T20:51",23,46,57,65,85,110,124,144,175,196,14,31,42,55,62,77,93,101,NA,NA,0,0,1,2,2,3,3,3,4,5,1,3,4,4,5,7,8,9,NA,NA,TRUE
"958421","Bangladesh","Zimbabwe",2016-01-22,"Sheikh Abu Naser Stadium","Khulna","Zimbabwe","bat","Zimbabwe",180,162,17.1,73,0,23,"2016-01-22T17:42",17,38,62,71,84,102,136,149,168,180,13,26,44,64,84,99,121,135,148,NA,1,1,1,1,1,2,2,3,4,4,2,4,4,5,5,5,6,7,8,NA,FALSE
"953103","Hong Kong","Scotland",2016-01-30,"Mission Road Ground, Mong Kok","Hong Kong","Hong Kong","field","Hong Kong",66,72,17.1,84,0.8,73,"2016-01-30T18:10",19,35,42,56,66,NA,NA,NA,NA,NA,23,43,65,NA,NA,NA,NA,NA,NA,NA,1,3,4,6,7,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,TRUE
"953105","Hong Kong","Scotland",2016-01-31,"Mission Road Ground, Mong Kok","Hong Kong","Hong Kong","field","Scotland",161,124,16.8,85,1.7,84,"2016-01-31T18:10",7,26,54,71,85,102,121,133,141,161,7,9,16,31,40,59,78,86,122,NA,1,1,1,1,2,3,4,5,8,9,3,4,4,4,6,6,7,8,9,NA,FALSE
