"match_id","balls_per_over","team1","team2","gender","season","date","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","tv_umpire","match_referee","winner","winner_runs","winner_wickets","outcome","bowl_out","reserve_umpire","event","match_number","method","eliminator","toss_uncontested"
"1383076","6","Denmark","Germany","male","2023","2023/07/23","Grange Cricket Club Ground, Raeburn Place, Edinburgh","Edinburgh","Denmark","bat","J van Heerden","R Black","DH Mclean",NA,"Phil Whitticase","Germany",NA,"6",NA,NA,"M Jameson","ICC Men's T20 World Cup Europe Region Qualifier","9",NA,NA,NA
"1383077","6","Scotland","Italy","male","2023","2023/07/24","Grange Cricket Club Ground, Raeburn Place, Edinburgh","Edinburgh","Italy","field","OJ Hairs","R Black","M Jameson",NA,"Phil Whitticase","Scotland","155",NA,NA,NA,"DA Haggo","ICC Men's T20 World Cup Europe Region Qualifier","10",NA,NA,NA
"1383078","6","Austria","Denmark","male","2023","2023/07/24","Goldenacre, Edinburgh","Edinburgh","Denmark","field","ND Laegsgaard","N Bathi","DH Mclean",NA,"Phil Whitticase","Denmark",NA,"8",NA,NA,"J Jensen","ICC Men's T20 World Cup Europe Region Qualifier","11",NA,NA,NA
"1383079","6","Jersey","Ireland","male","2023","2023/07/24","Goldenacre, Edinburgh","Edinburgh","Ireland","field","BJ McCarthy","N Bathi","J Jensen",NA,"Phil Whitticase","Ireland",NA,"9",NA,NA,"DH Mclean","ICC Men's T20 World Cup Europe Region Qualifier","12",NA,NA,NA
"1383093","6","Vanuatu","Philippines","male","2023","2023/07/25","Amini Park, Port Moresby","Port Moresby","Vanuatu","bat","DC Smith","PJ Gillespie","A Kapa",NA,"WC Labrooy","Philippines",NA,"6",NA,NA,"CA Polosak","ICC Men's T20 World Cup East Asia-Pacific Qualifier","5",NA,NA,NA
"1383094","6","Japan","Papua New Guinea","male","2023","2023/07/25","Amini Park, Port Moresby","Port Moresby","Japan","bat","SI Kamea","SB Haig","CA Polosak",NA,"WC Labrooy","Papua New Guinea",NA,"6",NA,NA,"A Kapa","ICC Men's T20 World Cup East Asia-Pacific Qualifier","6",NA,NA,NA
"1383080","6","Italy","Denmark","male","2023","2023/07/25","Grange Cricket Club Ground, Raeburn Place, Edinburgh","Edinburgh","Denmark","field","HJ Manenti","R Black","N Bathi",NA,"Phil Whitticase","Italy","26",NA,NA,NA,"DH Mclean","ICC Men's T20 World Cup Europe Region Qualifier","13",NA,NA,NA
"1383081","6","Scotland","Austria","male","2023","2023/07/25","Goldenacre, Edinburgh","Edinburgh","Austria","field","HG Munsey","J Jensen","DA Haggo",NA,"Phil Whitticase","Scotland","166",NA,NA,NA,"M Jameson","ICC Men's T20 World Cup Europe Region Qualifier","14",NA,NA,NA
"1383082","6","Jersey","Germany","male","2023","2023/07/25","Grange Cricket Club Ground, Raeburn Place, Edinburgh","Edinburgh","Germany","field","NA Greenwood","N Bathi","DH Mclean",NA,"Phil Whitticase","Jersey","51",NA,NA,NA,"R Black","ICC Men's T20 World Cup Europe Region Qualifier","15",NA,NA,NA
"1383095","6","Papua New Guinea","Vanuatu","male","2023","2023/07/26","Amini Park, Port Moresby","Port Moresby","Papua New Guinea","bat","N Vanua","PJ Gillespie","CA Polosak",NA,"WC Labrooy","Papua New Guinea","39",NA,NA,NA,"SB Haig","ICC Men's T20 World Cup East Asia-Pacific Qualifier","7",NA,NA,NA
"1383096","6","Japan","Philippines","male","2023","2023/07/26","Amini Park, Port Moresby","Port Moresby","Japan","bat","S Ravichandran","SB Haig","A Kapa",NA,"WC Labrooy","Japan","33",NA,NA,NA,"CA Polosak","ICC Men's T20 World Cup East Asia-Pacific Qualifier","8",NA,NA,NA
"1383102","6","Bhutan","Myanmar","male","2023","2023/07/26","Bayuemas Oval, Kuala Lumpur","Kuala Lumpur","Bhutan","bat","Tashi Phuntsho","V Kalidas","Ramasamy Venkatesh",NA,"JM Pereira","Bhutan","31",NA,NA,NA,"VG Rathi","ICC Men's T20 World Cup Asia B Qualifier","2",NA,NA,NA
"1383083","6","Scotland","Denmark","male","2023","2023/07/27","Grange Cricket Club Ground, Raeburn Place, Edinburgh","Edinburgh","Denmark","field","RD Berrington","R Black","DH Mclean",NA,"Phil Whitticase","Scotland","33",NA,NA,NA,"N Bathi","ICC Men's T20 World Cup Europe Region Qualifier","16",NA,NA,NA
"1383086","6","Germany","Italy","male","2023","2023/07/28","Grange Cricket Club Ground, Raeburn Place, Edinburgh","Edinburgh","Italy","field","S di Bartolomeo","M Jameson","DA Haggo",NA,"Phil Whitticase","Italy",NA,"4",NA,NA,"R Black","ICC Men's T20 World Cup Europe Region Qualifier","19",NA,NA,NA
"1383087","6","Jersey","Denmark","male","2023","2023/07/28","Goldenacre, Edinburgh","Edinburgh","Denmark","field","NA Greenwood","N Bathi","J Jensen",NA,"Phil Whitticase","Jersey","28",NA,NA,NA,"DH Mclean","ICC Men's T20 World Cup Europe Region Qualifier","20",NA,NA,NA
"1383088","6","Scotland","Ireland","male","2023","2023/07/28","Grange Cricket Club Ground, Raeburn Place, Edinburgh","Edinburgh","Ireland","field","BJ Currie","R Black","DA Haggo",NA,"Phil Whitticase","Scotland","8",NA,NA,NA,"M Jameson","ICC Men's T20 World Cup Europe Region Qualifier","21",NA,NA,NA
"1383098","6","Papua New Guinea","Philippines","male","2023","2023/07/28","Amini Park, Port Moresby","Port Moresby","Philippines","field","TP Ura","PJ Gillespie","CA Polosak",NA,"WC Labrooy","Papua New Guinea","100",NA,NA,NA,"A Kapa","ICC Men's T20 World Cup East Asia-Pacific Qualifier","10",NA,NA,NA
"1383097","6","Japan","Vanuatu","male","2023","2023/07/28","Amini Park, Port Moresby","Port Moresby","Vanuatu","field","N Nipiko","SB Haig","A Kapa",NA,"WC Labrooy","Vanuatu",NA,"5",NA,NA,"PJ Gillespie","ICC Men's T20 World Cup East Asia-Pacific Qualifier","9",NA,NA,NA
"1383099","6","Philippines","Vanuatu","male","2023","2023/07/29","Amini Park, Port Moresby","Port Moresby","Philippines","bat","KDA Lukies","CA Polosak","A Kapa",NA,"WC Labrooy","Vanuatu",NA,"3",NA,NA,"SB Haig","ICC Men's T20 World Cup East Asia-Pacific Qualifier","11",NA,NA,NA
"1383100","6","Japan","Papua New Guinea","male","2023","2023/07/29","Amini Park, Port Moresby","Port Moresby","Japan","bat","N Vanua","SB Haig","PJ Gillespie",NA,"WC Labrooy","Papua New Guinea",NA,"6",NA,NA,"CA Polosak","ICC Men's T20 World Cup East Asia-Pacific Qualifier","12",NA,NA,NA
"1383106","6","Bhutan","China","male","2023","2023/07/30","Bayuemas Oval, Kuala Lumpur","Kuala Lumpur","Bhutan","bat","S Pradhan","VG Rathi","V Kalidas",NA,"JM Pereira","Bhutan","95",NA,NA,NA,"Ramasamy Venkatesh","ICC Men's T20 World Cup Asia B Qualifier","6","D/L",NA,NA
"1383109","6","Myanmar","China","male","2023","2023/07/31","Bayuemas Oval, Kuala Lumpur","Kuala Lumpur","China","field","Chen Zhuo Yue","VG Rathi","V Kalidas",NA,"JM Pereira","China",NA,"5",NA,NA,"Ramasamy Venkatesh","ICC Men's T20 World Cup Asia B Qualifier","9",NA,NA,NA
"1381217","6","West Indies","India","male","2023","2023/08/03","Brian Lara Stadium, Tarouba, Trinidad","Tarouba","West Indies","bat","JO Holder","PA Gustard","GO Brathwaite","N Duguid","RB Richardson","West Indies","4",NA,NA,NA,"LS Reifer","India tour of West Indies and United States of America","1",NA,NA,NA
"1390167","6","Hungary","Croatia","male","2023","2023/08/05","GB Oval, Szodliget","Szodliget","Hungary","bat","Sheikh Rasik",NA,NA,NA,NA,"Hungary","145",NA,NA,NA,NA,"Croatia tour of Hungary","1",NA,NA,NA
"1381218","6","India","West Indies","male","2023","2023/08/06","Providence Stadium, Guyana","Providence","India","bat","N Pooran","N Duguid","LS Reifer","GO Brathwaite","RB Richardson","West Indies",NA,"2",NA,NA,"PA Gustard","India tour of West Indies and United States of America","2",NA,NA,NA
"1390169","6","Croatia","Hungary","male","2023","2023/08/06","GB Oval, Szodliget","Szodliget","Croatia","bat","Sheikh Rasik","Srinivas Mandali","Sai Goutham",NA,NA,"Hungary",NA,"7",NA,NA,NA,"Croatia tour of Hungary","3",NA,NA,NA
"1381219","6","West Indies","India","male","2023","2023/08/08","Providence Stadium, Guyana","Providence","West Indies","bat","SA Yadav","PA Gustard","N Dugid","LS Reifer","RB Richardson","India",NA,"7",NA,NA,"GO Brathwaite","India tour of West Indies and United States of America","3",NA,NA,NA
"1381220","6","West Indies","India","male","2023","2023/08/12","Central Broward Regional Park Stadium Turf Ground, Lauderhill","Lauderhill","West Indies","bat","YBK Jaiswal","LS Reifer","GO Brathwaite","PA Gustard","RB Richardson","India",NA,"9",NA,NA,"N Duguid","India tour of West Indies and United States of America","4",NA,NA,NA
"1381221","6","India","West Indies","male","2023","2023/08/13","Central Broward Regional Park Stadium Turf Ground, Lauderhill","Lauderhill","India","bat","R Shepherd","N Duguid","GO Brathwaite","LS Reifer","RB Richardson","West Indies",NA,"8",NA,NA,"PA Gustard","India tour of West Indies and United States of America","5",NA,NA,NA
"1384634","6","Ireland","India","male","2023","2023/08/18","Malahide, Dublin","Dublin","India","field","JJ Bumrah","R Black","M Hawthorne","PA Reynolds","G McCrea","India","2",NA,NA,NA,"Jareth McCready","India tour of Ireland","1","D/L",NA,NA
"1391332","6","Romania","Malta","male","2023","2023/08/18","Moara Vlasiei Cricket Ground, Ilfov County","Ilfov County","Romania","bat","Washeem Abbas","MM French","A Elliott",NA,"I Doekhie","Malta",NA,"8",NA,NA,"K Chavan","Continental Cup","3",NA,NA,NA
"1391333","6","Romania","Malta","male","2023","2023/08/19","Moara Vlasiei Cricket Ground, Ilfov County","Ilfov County","Romania","bat","Imran Ameer","MM French","A Elliott",NA,"I Doekhie","Malta",NA,"4",NA,NA,"K Chavan","Continental Cup","4",NA,NA,NA
"1384637","6","India","Ireland","male","2023","2023/08/20","Malahide, Dublin","Dublin","Ireland","field","RK Singh","R Black","PA Reynolds","Jareth McCready","G McCrea","India","33",NA,NA,NA,"M Hawthorne","India tour of Ireland","2",NA,NA,NA
"1391335","6","Malta","Romania","male","2023","2023/08/19","Moara Vlasiei Cricket Ground, Ilfov County","Ilfov County","Romania","field","S Vashisht","MM French","A Elliott",NA,"K Chavan","Romania",NA,"3",NA,NA,"I Doekhie","Continental Cup","6",NA,NA,NA
"1391336","6","Malta","Romania","male","2023","2023/08/20","Moara Vlasiei Cricket Ground, Ilfov County","Ilfov County","Romania","field","R Satheesan","MM French","A Elliott",NA,"I Doekhie","Romania",NA,"9",NA,NA,"K Chavan","Continental Cup",NA,NA,NA,NA
"1391337","6","Romania","Malta","male","2023","2023/08/20","Moara Vlasiei Cricket Ground, Ilfov County","Ilfov County","Malta","field","R Satheesan","MM French","A Elliott",NA,"K Chavan","Romania","6",NA,NA,NA,"I Doekhie","Continental Cup",NA,NA,NA,NA
"1393309","6","Uganda","Rwanda","male","2023","2023/08/20","Gahanga International Cricket Stadium, Rwanda","Kigali City","Uganda","bat","K Waiswa","Norbert Abii","Gaston Niyibizi",NA,NA,"Uganda","40",NA,NA,NA,"V Iriho","East Africa Cup","1",NA,NA,NA
"1393310","6","Tanzania","Uganda","male","2023","2023/08/20","Gahanga International Cricket Stadium, Rwanda","Kigali City","Tanzania","bat","K Waiswa","V Iriho","Gaston Niyibizi",NA,NA,"Uganda",NA,"6",NA,NA,"Norbert Abii","East Africa Cup","2",NA,NA,NA
"1393311","6","Uganda","Tanzania","male","2023","2023/08/21","Gahanga International Cricket Stadium, Rwanda","Kigali City","Uganda","bat",NA,NA,NA,NA,NA,"Tanzania",NA,"3",NA,NA,NA,"East Africa Cup","4",NA,NA,NA
"1393312","6","Uganda","Rwanda","male","2023","2023/08/22","Gahanga International Cricket Stadium, Rwanda","Kigali City","Rwanda","field","AR Ramjani","V Iriho","Norbert Abii",NA,NA,"Uganda","61",NA,NA,NA,"Gaston Niyibizi","East Africa Cup","5",NA,NA,NA
"1393328","6","Rwanda","Tanzania","male","2023","2023/08/22","Gahanga International Cricket Stadium, Rwanda","Kigali City","Tanzania","field",NA,"Norbert Abii","Gaston Niyibizi",NA,NA,"Tanzania",NA,"7",NA,NA,"V Iriho","East Africa Cup","6",NA,NA,NA
"1393313","6","Uganda","Rwanda","male","2023","2023/08/24","Gahanga International Cricket Stadium, Rwanda","Kigali City","Rwanda","field","RG Mukasa","Vicky Prajapati","EH Dusabemungu",NA,NA,"Uganda","86",NA,NA,NA,"Maryyam Sheikh","East Africa Cup","7",NA,NA,NA
"1393314","6","Uganda","Tanzania","male","2023","2023/08/24","Gahanga International Cricket Stadium, Rwanda","Kigali City","Tanzania","field","K Waiswa","Maryyam Sheikh","EH Dusabemungu",NA,NA,"Uganda","60",NA,NA,NA,"Vicky Prajapati","East Africa Cup","8",NA,NA,NA
"1393315","6","Rwanda","Tanzania","male","2023","2023/08/25","Gahanga International Cricket Stadium, Rwanda","Kigali City","Tanzania","field","M Yunusu Issa","V Iriho","Norbert Abii",NA,NA,"Tanzania",NA,"1",NA,NA,"Gaston Niyibizi","East Africa Cup","9",NA,NA,NA
"1393316","6","Rwanda","Uganda","male","2023","2023/08/27","Gahanga International Cricket Stadium, Rwanda","Kigali City","Rwanda","bat","AR Ramjani","Maryyam Sheikh","Gaston Niyibizi",NA,NA,"Uganda",NA,"6",NA,NA,"Vicky Prajapati","East Africa Cup","12",NA,NA,NA
"1393317","6","Uganda","Tanzania","male","2023","2023/08/28","Gahanga International Cricket Stadium, Rwanda","Kigali City","Uganda","bat","AR Ramjani","V Iriho","EH Dusabemungu",NA,NA,"Uganda","59",NA,NA,NA,"Norbert Abii","East Africa Cup","13",NA,NA,NA
"1393318","6","Rwanda","Uganda","male","2023","2023/08/28","Gahanga International Cricket Stadium, Rwanda","Kigali City","Rwanda","bat",NA,NA,NA,NA,NA,"Uganda",NA,"8",NA,NA,NA,"East Africa Cup","14",NA,NA,NA
"1393329","6","Uganda","Tanzania","male","2023","2023/08/25","Gahanga International Cricket Stadium, Rwanda","Kigali City","Uganda","bat","AR Ramjani",NA,NA,NA,NA,"Uganda","19",NA,NA,NA,NA,"East Africa Cup","10",NA,NA,NA
"1393330","6","Tanzania","Rwanda","male","2023","2023/08/27","Gahanga International Cricket Stadium, Rwanda","Kigali City","Rwanda","field","SA Jumbe","Vicky Prajapati","Maryyam Sheikh",NA,NA,"Tanzania","9",NA,NA,NA,"Gaston Niyibizi","East Africa Cup","11",NA,NA,NA
"1336048","6","New Zealand","England","male","2023","2023/08/30","Riverside Ground, Chester-le-Street","Chester-le-Street","England","field","BA Carse","M Burns","MJ Saggers","AG Wharf","BC Broad","England",NA,"7",NA,NA,"DJ Millns","New Zealand tour of England","1",NA,NA,NA
"1373568","6","Australia","South Africa","male","2023/24","2023/08/30","Kingsmead, Durban","Durban","South Africa","field","MR Marsh","LB Gcuma","BP Jele","Stephen Harris","RB Richardson","Australia","111",NA,NA,NA,"A Paleker","Australia tour of South Africa","1",NA,NA,NA
"1393319","6","Uganda","Tanzania","male","2023","2023/08/30","Gahanga International Cricket Stadium, Rwanda","Kigali City","Tanzania","field","B Masaba","Maryyam Sheikh","Gaston Niyibizi",NA,NA,"Uganda","19",NA,NA,NA,"Vicky Prajapati","East Africa Cup","15",NA,NA,NA
"1393331","6","Tanzania","Rwanda","male","2023","2023/08/30","Gahanga International Cricket Stadium, Rwanda","Kigali City","Rwanda","field",NA,NA,NA,NA,NA,"Tanzania","61",NA,NA,NA,NA,"East Africa Cup","16",NA,NA,NA
"1393320","6","Rwanda","Uganda","male","2023","2023/08/31","Gahanga International Cricket Stadium, Rwanda","Kigali City","Rwanda","bat","S Sesazi","Norbert Abii","EH Dusabemungu",NA,NA,"Uganda",NA,"8",NA,NA,NA,"East Africa Cup","17",NA,NA,NA
"1393332","6","Tanzania","Rwanda","male","2023","2023/08/31","Gahanga International Cricket Stadium, Rwanda","Kigali City","Tanzania","bat","YM Nkanya","V Iriho","Norbert Abii",NA,NA,"Tanzania","49",NA,NA,NA,"EH Dusabemungu","East Africa Cup","18",NA,NA,NA
"1336049","6","England","New Zealand","male","2023","2023/09/01","Old Trafford, Manchester","Manchester","England","bat","JM Bairstow","MJ Saggers","AG Wharf","DJ Millns","BC Broad","England","95",NA,NA,NA,"M Burns","New Zealand tour of England","2",NA,NA,NA
"1336050","6","New Zealand","England","male","2023","2023/09/03","Edgbaston, Birmingham","Birmingham","New Zealand","bat","FH Allen","DJ Millns","AG Wharf","M Burns","BC Broad","New Zealand","74",NA,NA,NA,"MJ Saggers","New Zealand tour of England","3",NA,NA,NA
"1373569","6","South Africa","Australia","male","2023/24","2023/09/01","Kingsmead, Durban","Durban","Australia","field","SA Abbott","Stephen Harris","A Paleker","BP Jele","RB Richardson","Australia",NA,"8",NA,NA,"LB Gcuma","Australia tour of South Africa","2",NA,NA,NA
"1373570","6","South Africa","Australia","male","2023/24","2023/09/03","Kingsmead, Durban","Durban","South Africa","bat","TM Head","BP Jele","A Paleker","LB Gcuma","RB Richardson","Australia",NA,"5",NA,NA,"Stephen Harris","Australia tour of South Africa","3",NA,NA,NA
"1336051","6","England","New Zealand","male","2023","2023/09/05","Trent Bridge, Nottingham","Nottingham","England","bat","MJ Santner","M Burns","DJ Millns","MJ Saggers","BC Broad","New Zealand",NA,"6",NA,NA,"AG Wharf","New Zealand tour of England","4",NA,NA,NA
"1392803","6","Qatar","Bahrain","male","2023","2023/09/15","West End Park International Cricket Stadium, Doha","Doha","Bahrain","field","H Rathod","Shiju Sam","Imran Mustafa","Rahat Ali Chaudhry","Shivani Mishra","Qatar","19",NA,NA,NA,"Muhammad Usman (2)","Gulf Cricket T20I Championship","2","D/L",NA,NA
"1392808","6","Qatar","Kuwait","male","2023","2023/09/18","West End Park International Cricket Stadium, Doha","Doha","Kuwait","field","Adnan Mirza","Shiju Sam","Azad KR","Rahat Ali Chaudhry","Shivani Mishra","Qatar","1",NA,NA,NA,"Muhammad Usman (2)","Gulf Cricket T20I Championship","7",NA,NA,NA
"1399104","6","Nepal","Mongolia","male","2023","2023/09/27","Zhejiang University of Technology Cricket Field","Hangzhou","Mongolia","field",NA,"C Thurgate","Arif Ansari","Masudur Rahman","Edwin Seah","Nepal","273",NA,NA,NA,"VG Rathi","Asian Games Men's Cricket Competition","1",NA,NA,NA
"1399138","6","Qatar","Kuwait","male","2023/24","2023/09/28","West End Park International Cricket Stadium, Doha","Doha","Kuwait","field","R Sandaruwan","Rahul Asher","Bismillah Shinwari",NA,"GS Lakshmi","Kuwait",NA,"7",NA,NA,"Shivani Mishra","ICC Men's T20 World Cup Sub Regional Asia Qualifier A","1",NA,NA,NA
"1399140","6","Maldives","Kuwait","male","2023/24","2023/09/29","West End Park International Cricket Stadium, Doha","Doha","Kuwait","field",NA,"Shivani Mishra","Bismillah Shinwari",NA,"GS Lakshmi","Kuwait",NA,"7",NA,NA,"Rahul Asher","ICC Men's T20 World Cup Sub Regional Asia Qualifier A","3",NA,NA,NA
"1391338","6","Estonia","Gibraltar","male","2023","2023/09/30","Europa Sports Complex","Gibraltar","Gibraltar","field","L Bruce","T Atoloye","SG Chandiramani",NA,NA,"Gibraltar",NA,"2",NA,NA,NA,"Estonia tour of Gibraltar","1",NA,NA,NA
"1391339","6","Gibraltar","Estonia","male","2023","2023/09/30","Europa Sports Complex","Gibraltar","Estonia","field","Bilal Masud","SG Chandiramani","S Mumford",NA,NA,"Estonia",NA,"8",NA,NA,NA,"Estonia tour of Gibraltar","2",NA,NA,NA
"1399113","6","India","Nepal","male","2023","2023/10/03","Zhejiang University of Technology Cricket Field","Hangzhou","India","bat",NA,"Mahmood Kharoti","Asif Yaqoob","RSA Palliyaguruge","GF Labrooy","India","23",NA,NA,NA,"Sarika Prasad","Asian Games Men's Cricket Competition",NA,NA,NA,NA
"1399142","6","Maldives","Qatar","male","2023/24","2023/10/01","West End Park International Cricket Stadium, Doha","Doha","Qatar","field","Saqlain Arshad","Rahul Asher","Bismillah Shinwari",NA,"GS Lakshmi","Qatar",NA,"9",NA,NA,"Shivani Mishra","ICC Men's T20 World Cup Sub Regional Asia Qualifier A","5",NA,NA,NA
"1399143","6","Kuwait","Saudi Arabia","male","2023/24","2023/10/01","West End Park International Cricket Stadium, Doha","Doha","Kuwait","bat","Faisal Khan","Shivani Mishra","Rahul Asher",NA,"GS Lakshmi","Saudi Arabia",NA,"3",NA,NA,"Bismillah Shinwari","ICC Men's T20 World Cup Sub Regional Asia Qualifier A","6",NA,NA,NA
"1399144","6","Qatar","Kuwait","male","2023/24","2023/10/02","West End Park International Cricket Stadium, Doha","Doha","Kuwait","field","R Sandaruwan","Rahul Asher","Bismillah Shinwari",NA,NA,"Kuwait",NA,"5",NA,NA,"Shivani Mishra","ICC Men's T20 World Cup Sub Regional Asia Qualifier A","7",NA,NA,NA
"1399145","6","Maldives","Saudi Arabia","male","2023/24","2023/10/02","West End Park International Cricket Stadium, Doha","Doha","Maldives","bat","Faisal Khan","Shivani Mishra","Bismillah Shinwari",NA,"GS Lakshmi","Saudi Arabia",NA,"9",NA,NA,"Rahul Asher","ICC Men's T20 World Cup Sub Regional Asia Qualifier A","8",NA,NA,NA
"1399146","6","Maldives","Kuwait","male","2023/24","2023/10/04","West End Park International Cricket Stadium, Doha","Doha","Kuwait","field","Meet Bhavsar","Shivani Mishra","Rahul Asher",NA,"GS Lakshmi","Kuwait",NA,"8",NA,NA,"Bismillah Shinwari","ICC Men's T20 World Cup Sub Regional Asia Qualifier A","9",NA,NA,NA
"1399148","6","Qatar","Maldives","male","2023/24","2023/10/05","West End Park International Cricket Stadium, Doha","Doha","Maldives","field","Muhammad Tanveer","Rahul Asher","Bismillah Shinwari",NA,"GS Lakshmi","Qatar","42",NA,NA,NA,"Shivani Mishra","ICC Men's T20 World Cup Sub Regional Asia Qualifier A","11",NA,NA,NA
"1399149","6","Saudi Arabia","Kuwait","male","2023/24","2023/10/05","West End Park International Cricket Stadium, Doha","Doha","Kuwait","field","Meet Bhavsar","Shivani Mishra","Bismillah Shinwari",NA,"GS Lakshmi","Kuwait",NA,"4",NA,NA,"Rahul Asher","ICC Men's T20 World Cup Sub Regional Asia Qualifier A","12",NA,NA,NA
"1399150","6","Bermuda","Canada","male","2023/24","2023/09/30","White Hill Field, Sandys Parish","Hamilton","Canada","field","KS Leverock","Jermaine Lindo","JM Williams",NA,"Reon King","Bermuda","86",NA,NA,NA,"Vijaya Mallela","ICC Men's T20 World Cup Americas Region Final","1",NA,NA,NA
"1399151","6","Panama","Cayman Islands","male","2023/24","2023/09/30","White Hill Field, Sandys Parish","Hamilton","Panama","bat","A Morris","Vijaya Mallela","Emmerson Carrington",NA,"Reon King","Cayman Islands",NA,"7",NA,NA,"JM Williams","ICC Men's T20 World Cup Americas Region Final","2",NA,NA,NA
"1399152","6","Panama","Bermuda","male","2023/24","2023/10/01","White Hill Field, Sandys Parish","Hamilton","Panama","bat","T Manders","Vijaya Mallela","Emmerson Carrington",NA,"Reon King","Bermuda",NA,"7",NA,NA,"Jermaine Lindo","ICC Men's T20 World Cup Americas Region Final","3",NA,NA,NA
"1399153","6","Canada","Cayman Islands","male","2023/24","2023/10/01","White Hill Field, Sandys Parish","Hamilton","Canada","bat","H Thaker","Jermaine Lindo","JM Williams",NA,"Reon King","Canada","108",NA,NA,NA,"Emmerson Carrington","ICC Men's T20 World Cup Americas Region Final","4",NA,NA,NA
"1399154","6","Canada","Panama","male","2023/24","2023/10/03","National Stadium, Hamilton","Hamilton","Canada","bat","A Johnson","Jermaine Lindo","Emmerson Carrington",NA,"Reon King","Canada","163",NA,NA,NA,"Vijaya Mallela","ICC Men's T20 World Cup Americas Region Final","5",NA,NA,NA
"1399155","6","Bermuda","Cayman Islands","male","2023/24","2023/10/03","National Stadium, Hamilton","Hamilton","Bermuda","bat","DL Brangman","Vijaya Mallela","JM Williams",NA,"Reon King","Bermuda","53",NA,NA,NA,"Jermaine Lindo","ICC Men's T20 World Cup Americas Region Final","6",NA,NA,NA
"1399156","6","Canada","Cayman Islands","male","2023/24","2023/10/04","National Stadium, Hamilton","Hamilton","Canada","bat","Pargat Singh","Jermaine Lindo","Emmerson Carrington",NA,"Reon King","Canada","166",NA,NA,NA,"JM Williams","ICC Men's T20 World Cup Americas Region Final","7",NA,NA,NA
"1399157","6","Panama","Bermuda","male","2023/24","2023/10/04","National Stadium, Hamilton","Hamilton","Bermuda","field","DMW Rawlins","Vijaya Mallela","JM Williams",NA,"Reon King","Bermuda",NA,"5",NA,NA,"Emmerson Carrington","ICC Men's T20 World Cup Americas Region Final","8",NA,NA,NA
"1399161","6","Canada","Bermuda","male","2023/24","2023/10/07","National Stadium, Hamilton","Hamilton","Canada","bat","Kaleem Sana","Vijaya Mallela","JM Williams",NA,"Reon King","Canada","39",NA,NA,NA,"Emmerson Carrington","ICC Men's T20 World Cup Americas Region Final","12",NA,NA,NA
"1400053","6","Serbia","Gibraltar","male","2023/24","2023/10/05","Europa Sports Complex","Gibraltar","Gibraltar","field","BA Pai","R Cunningham","A Elliott",NA,NA,"Gibraltar",NA,"7",NA,NA,NA,"Serbia tour of Gibraltar","1",NA,NA,NA
"1400054","6","Serbia","Gibraltar","male","2023/24","2023/10/05","Europa Sports Complex","Gibraltar","Serbia","bat","BA Pai","R Cunningham","A Elliott",NA,NA,"Gibraltar",NA,"7",NA,NA,NA,"Serbia tour of Gibraltar","2",NA,NA,NA
"1400972","6","Nigeria","Rwanda","male","2023/24","2023/10/04","Tafawa Balewa Square Cricket Oval, Lagos","Lagos","Nigeria","bat","C Udekwe","O Akintokun","D Odhiambo",NA,NA,"Nigeria","54",NA,NA,NA,"T Oladunjoye","West Africa Trophy","1",NA,NA,NA
"1400973","6","Sierra Leone","Ghana","male","2023/24","2023/10/04","Tafawa Balewa Square Cricket Oval, Lagos","Lagos","Ghana","field","OH Agbomadzie","AA Adeoye","Habib Enesi",NA,NA,"Ghana",NA,"3",NA,NA,"Kehinde Olanbiwonnu","West Africa Trophy","2",NA,NA,NA
"1400975","6","Rwanda","Ghana","male","2023/24","2023/10/05","Tafawa Balewa Square Cricket Oval, Lagos","Lagos","Rwanda","bat","K Irakoze","Kehinde Olanbiwonnu","I Kabia",NA,NA,NA,NA,NA,"tie",NA,"D Odhiambo","West Africa Trophy","4",NA,"Ghana",NA
"1400976","6","Nigeria","Ghana","male","2023/24","2023/10/06","Tafawa Balewa Square Cricket Oval, Lagos","Lagos","Ghana","field","P Aho","Habib Enesi","D Odhiambo",NA,NA,"Nigeria","35",NA,NA,NA,"I Kabia","West Africa Trophy","5",NA,NA,NA
"1400978","6","Rwanda","Nigeria","male","2023/24","2023/10/07","Tafawa Balewa Square Cricket Oval, Lagos","Lagos","Nigeria","field",NA,"T Oladunjoye","Kehinde Olanbiwonnu",NA,NA,"Nigeria",NA,"6",NA,NA,"O Akintokun","West Africa Trophy","7",NA,NA,NA
"1400980","6","Sierra Leone","Nigeria","male","2023/24","2023/10/08","Tafawa Balewa Square Cricket Oval, Lagos","Lagos","Sierra Leone","bat","Mohameed Taiwo","O Adekoya","D Odhiambo",NA,NA,"Nigeria",NA,"9",NA,NA,"I Kabia","West Africa Trophy","9",NA,NA,NA
"1400981","6","Rwanda","Ghana","male","2023/24","2023/10/08","Tafawa Balewa Square Cricket Oval, Lagos","Lagos","Rwanda","bat",NA,"O Akintokun","Habib Enesi",NA,NA,"Rwanda","47",NA,NA,NA,"Kehinde Olanbiwonnu","West Africa Trophy","10",NA,NA,NA
